,Dizi İsimleri,Yapım Yılı,Bölüm Sayısı,Sezon Sayısı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Sonuç
102,Çekiç ve Gül: Bir Behzat Ç. Hikayesi,2022,11,2,Devrim Yalçın,Ercan Uğur,BluTV,"['Polisiye', 'Macera', 'Dram', 'Komedi', 'Aksiyon', 'Gerilim']",0,1,1,1,1,0,0,Ortaks Yapım,"Erdal Beşikçioğlu,İnanç Konukçu,Berkan Şal",70,Pilli Bebek,0,0,0,Kısmen Başarılı
103,Çöp Adam,2022,30,2,Çağrı Vila Lostuvalı ,Deniz Madanoğlu ,Star TV,['Dram'],0,1,0,0,0,0,0,OGM Pictures,"Engin Altan Düzyatan,Elçin Sangu",105,Fırat Yükselir,0,0,0,Kısmen Başarılı
104,Darmaduman,2022,9,1,Deniz Yorulmazer,Damla Serim,FOX,"['Gençlik', 'Dram']",0,1,0,0,0,0,1,Ay Yapım,"Mert Yazıcıoğlu,Aslıhan Malbora,Hafsanur Sancaktutan,Aytaç Şaşmaz,Nur Fettahoğlu,Necip Memili",130,Toygar Işıklı,0,0,0,Başarısız
105,Duran,2022,9,1,Yunus Ozan Korkut,Unknown,GAİN,['Drama'],0,1,0,0,0,0,1,Unknown,"Oktay Çubuk,Bahar Şahin",45,Unknown,0,0,0,Başarısız
106,Duy Beni,2022,20,1,Ali Balcı,Makbule Kosif,Star TV,"['Dram', 'Romantik', 'Gençlik']",0,1,0,0,0,0,1,Süreç Film,"Berk Hakman,Ege Kökenli,Rabia Soytürk,Caner Topçu,Sümeyye Aydoğan",130,Ece Ölçer,0,0,0,Başarısız
107,Dünyayla Benim Aramda,2022,8,1,Hülya Gezer,Pınar Bulut,Disney+,"['Romantik', 'Dram']",0,1,0,0,0,0,1,MF Yapım,"Demet Özdemir,Buğra Gülsoy,Hafsanur Sancaktutan,Metin Akdülger",60,Unknown,0,0,0,Başarısız
108,Erkek Severse,2022,26,1,Ömür Atay,Aslı Zengin,beIN CONNECT,"['Dram', 'Romantik komedi']",0,1,1,0,0,0,1,Gold Film,"Alperen Duymaz,Büşra Develi,Yasemin Allen,Görkem Sevindik",45,Tuna Hizmetli,0,0,0,Başarısız
109,Erşan Kuneri,2022,8,1,Cem Yılmaz,Cem Yılmaz,Netflix,['Komedi'],0,0,1,0,0,0,0,CMYLMZ Fikir Sanat,"Cem Yılmaz,Zafer Algöz,Ezgi Mola,Çağlar Çorumlu,Merve Dizdar,Nilperi Şahinkaya,Bülent Şakrak,Uraz Kaygılaroğlu",45,Unknown,0,1,0,Başarısız
110,Esaret,2022,238,2,Ayhan Özen,Unknown,Kanal 7,['Dram'],0,1,0,0,0,0,0,Karamel Yapım,"Cenk Torun,Mahassine Merabet,Hilal Anay",60,Unknown,0,0,0,Kısmen Başarılı
111,Gecenin Ucunda,2022,26,1,Barış Erçetin,Başar Başaran,Star TV,"['Dram', 'Romantik']",0,1,0,0,0,0,1,TMC Film,"Neslihan Atagül,Kadir Doğulu,Tuba Ünsal,Sarp Levendoğlu",120,Unknown,0,0,0,Başarısız
112,Gelsin Hayat Bildiği Gibi,2022,41,1,Altan Dönmez,Gani Müjde,Show TV,"['Dram', 'Gençlik']",0,1,0,0,0,0,1,BKM,"Ertan Saban,Özge Özberk,Devrim Özkan",145,Uğur Ateş,1,0,0,Başarısız
113,Gizli Saklı,2022,8,1,Şahin Altuğ,Şahin Altuğ,FOX,"['Romantik komedi', 'Polisiye']",0,0,1,1,1,0,1,No Dokuz Productions,"Sinem Ünsal,Halit Özgür Sarı",105,Unknown,0,0,0,Başarısız
114,Gül Masalı,2022,17,1,Sadullah Şentürk,Aybars Bora Kahyaoğlu,atv,['Dram'],0,1,0,0,0,0,0,Pastel Film,"Erdem Kaynarca,Gülper Özdemir",120,Ayşe Önder,0,0,0,Başarısız
115,Gülümse Kaderine,2022,5,1,Aytaç Çiçek,Burcu Över,FOX,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Bahar Şahin,Sude Zülal Güler",140,Günay Uysal,0,0,0,Başarısız
116,Güzel Günler,2022,26,1,Osman Taşcı,Selin Tunç,Show TV,"['Komedi', 'Aile']",1,0,1,0,0,0,0,TMC Film,"Binnur Kaya,Ecem Erkek,Leyla Tanlar,Zeynep Çamcı,Olgun Toker,Burak Dakak,Yıldıray Şahinler",145,Gürsel Çelik,0,0,0,Başarısız
117,Hakim,2022,10,1,Erkan Tunç,Yılmaz Şahin,atv,"['Dram', 'Suç', 'Aksiyon']",0,1,0,1,0,0,0,Limon Film,"Erdal Beşikçioğlu,Ebru Özkan,Uğur Yücel,Yurdaer Okur",120,Unknown,0,0,0,Başarısız
118,Hayaller ve Hayatlar,2022,26,1,Altan Dönmez,Yelda Eroğlu,beIN CONNECT,"['Dram', 'Romantik komedi']",0,1,1,0,0,0,1,NGM,"Özge Gürel,Aybüke Pusat,Melisa Aslı Pamuk,Yeşim Ceren Bozoğlu,Yusuf Çim,Ekin Mert Daymaz,Serkay Tütüncü",45,Unknown,1,0,0,Başarısız
119,Hayat Bugün,2022,8,1,Çiğdem Bozali ,Ayça Üzüm,Show TV,"['Medikal', 'Dram']",0,1,0,0,0,0,0,O3 Medya,"Ulaş Tuna Astepe,Hazar Ergüçlü,Tansel Öngel,Hande Doğandemir",135,Cem Ergunoğlu,0,0,0,Başarısız
120,Hayatımın Şansı,2022,9,1,Cemal Şan,Bekir Baran Sıtkı,FOX,['Dram'],0,1,0,0,0,0,0,NTC Medya,"Alican Yücesoy,Şifanur Gül,Erkan Avcı,Musa Uzunlar",130,Ender Gündüzlü,0,0,0,Başarısız
121,Hicran,2022,160,1,Gürsel Ateş,Uğur Kandemir Arpacı,Kanal D,['Dram'],0,1,0,0,0,0,0,Filmevi Yapım,"Nisa Sofia Aksongur,Elçin Zehra İrem,Berk Bakioğlu,Yağmur Çokgenç",50,Gürkan Çakıcı,0,0,0,Başarısız
122,İçimizdeki Ateş,2022,5,1,Murat Onbul,Nimet Erdem,atv,"['Dram', 'Romantik komedi']",0,1,1,0,0,0,1,Fabrika Yapım,"Burak Sevinç,Ceren Benderlioğlu,İpek Filiz Yazıcı,Atakan Hoşgören,Gizem Arıkan",120,Unknown,0,0,0,Başarısız
123,İyilik,2022,27,2,Murat Öztürk,Özge Korkmaz,FOX,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Medyapım,"Hatice Şendil,İsmail Demirci,Sera Kutlubey",130,Alp Yenier,0,0,0,Kısmen Başarılı
124,Kaçış,2022,8,1,Yağız Alp Akaydın,Ali Doğançay,Disney+,"['Aksiyon', 'Dram', 'Gerilim', 'Macera']",0,1,0,1,0,0,0,O3 Medya,"Engin Akyürek,İrem Helvacıoğlu",45,Aytekin Ataş,1,0,0,Başarısız
125,Kadere Karşı,2022,39,1,Canan Çelik,Serap Özgür Tülin,TV8,"['Dram','Romantik','Aile']",1,1,0,0,0,0,1,Acun Medya,"Hakan Eratik,Emine Ün,Nur Erkul",60,Unknown,0,0,0,Başarısız
126,Kan Çiçekleri,2022,217,2,Canan Çelik,Unknown,Kanal 7,"['Dram','Romantik']",0,1,0,0,0,0,1,Unknown,"Barış Baktaş,Yağmur Yüksel,Göksel Kayahan,Ekrem Aral Tuna",60,Unknown,0,0,0,Kısmen Başarılı
127,Kara Tahta,2022,20,1,Ender Mıhlar,Erkan Birgören,TRT 1,['Dram'],0,1,0,0,0,0,0,ÜS Yapım,"Furkan Andıç,Miray Daner",135,Tuna Hizmetli,0,0,0,Başarısız
128,Kasaba Doktoru,2022,32,2,Arda Sarıgün,İlker Arslan,TRT 1,"['Medikal', 'Dram', 'Romantik']",0,1,0,0,0,0,1,ARC Film,"Ozan Akbaba,Deniz Can Aktaş,Hazal Subaşı",135,JingleTV,0,0,0,Kısmen Başarılı
129,Kızılcık Şerbeti,2022,44,2,Hakan Kırvavaç,Melis Civelek,Show TV,['Dram'],0,1,0,0,0,0,0,Gold Film,"Barış Kılıç,Evrim Alasya,Sıla Türkoğlu,Müjde Uzman,Sibel Taşçıoğlu,Settar Tanrıöğen,Doğukan Güngör",130,Zeynep Alasya,0,0,0,Kısmen Başarılı
130,Kıyma,2022,21,3,Kadri Beran Taşkın,Hazan Toma,BluTV,"['Aksiyon', 'Macera', 'Polisiye', 'Suç']",0,0,0,1,1,0,0,Unknown,"İrfan Ballı,Salih İnci,Cengizhan Yurdutek,Ömer Varol,Mustafa Yılmaz,Emrullah Sürmeli",35,Unknown,0,0,0,Başarılı
131,Kusursuz Kiracı,2022,6,1,Yusuf Pirhasan,Nermin Yıldırım,FOX,['Dram'],0,1,0,0,0,0,0,MF Yapım,"Dilan Çiçek Deniz,Serkay Tütüncü,Bennu Yıldırımlar",105,Unknown,1,1,0,Başarısız
132,Kuş Uçuşu,2022,16,2,Deniz Yorulmazer,Meriç Acemi,Netflix,['Dram'],0,1,0,0,0,0,0,Ay Yapım,"Birce Akalay,Miray Daner,İbrahim Çelikkol",50,Toygar Işıklı,0,0,0,Kısmen Başarılı
133,Mezarlık,2022,4,1,Abdullah Oğuz,Onur Böber,Netflix,"['Polisiye', 'Gerilim', 'Aksiyon']",0,0,0,1,1,0,0,ANS Productions,"Birce Akalay,Olgun Toker,Şehsuvar Aktaş",100,Tevfik Akbaşlı,0,0,0,Başarısız
134,Mükemmel Eşleşme,2022,13,1,Emre Kavuk,Birol Güven,TRT 1,"['Aile', 'Romantik komedi']",1,0,1,0,0,0,1,MinT Motion Pictures,"Ahmet Kayakesen,Gizem Sevim",120,Unknown,0,0,0,Başarısız
135,Oğlum,2022,15,1,Gökçen Usta,Hürer Ebeoğlu,Show TV,"['Psikoloji', 'Dram']",0,1,0,0,0,0,0,Ay Yapım,"Songül Öden,Canan Ergüder,Feyyaz Duman,Timur Acar,Serhat Teoman,Nihal Yalçın,Kubilay Aka,Tuğçe Açıkgöz",120,Alp Yenier,0,0,0,Başarısız
136,O Kız,2022,24,1,Özlem Günhan,Sırma Yanık,Kanal D,['Dram'],0,1,0,0,0,0,0,Content House,"Erkan Petekkaya,Sezin Akbaşoğulları,Rojda Demirer,Dilin Döğer,Ali Öner,Cengiz Orhonlu",140,Cem Tuncer,0,1,0,Başarısız
137,Pera Palas'ta Gece Yarısı,2022,8,1,Emre Şahin,Elif Usman,Netflix,"['Dram', 'Tarihî']",0,1,0,0,0,1,0,Karga Seven Pictures,"Hazal Kaya,Tansu Biçer,Selahattin Paşalı",45,Unknown,0,0,0,Başarısız
138,Sadece Arkadaşız,2022,20,1,Emre Erdoğdu,Zeynep Koçak,Exxen,"['Komedi','Romantik']",0,0,1,0,0,0,1,AKN Film,"Hazar Ergüçlü,Kubilay Aka,Burak Sevinç,Ezgi Gör",15,Unknown,0,0,0,Başarısız
139,Senden Daha Güzel,2022,14,1,Hakan Kırvavaç,Ayşe Üner Kutlu,FOX,"['Romantik komedi', 'Dram', 'Medikal']",0,1,1,0,0,0,1,Gold Film,"Cemre Baysel,Burak Çelik",120,Tuna Hizmetli,0,0,0,Başarısız
140,Seni Kalbime Sakladım,2022,7,1,Şenol Sönmez,Burcu Yılmaz,TRT 1,['Romantik komedi'],0,0,1,0,0,0,1,Sev Yapım,"Sevda Erginci,Ekin Mert Daymaz,Gökçe Akyıldız",120,Barış Aryay,0,0,0,Başarısız
141,Seversin,2022,20,1,Serdar Gözelekli,Barış Erdoğan,Kanal D,['Romantik komedi'],0,0,1,0,0,0,1,D Productions,"İlayda Alişan,Burak Yörük",120,Unknown,0,0,0,Başarısız
142,Sevmek Zamanı,2022,5,1,Yıldız Hülya Bilban,Nalan Merter Savaş,atv,"['Romantik', 'Dram']",0,1,0,0,0,0,1,Süreç Film,"İlhan Şen,Deniz Işın",120,Alper Ketenci,0,0,0,Başarısız
143,Sıcak Kafa,2022,8,1,Mert Baykal,Mert Baykal,Netflix,"['Distopik', 'Macera', 'Dram']",0,1,0,1,0,0,0,Tims&B Productions,"Osman Sonant,Hazal Subaşı,Şevket Çoruh",62,Cem Öget,0,0,0,Başarısız
144,Sıfırıncı Gün,2022,6,1,Süleyman Mert Özdemir,Atasay Koç,TV8,"['Polisiye', 'Aksiyon', 'Dram']",0,1,0,1,1,0,0,Acun Medya,"Engin Öztürk,Berk Cankat,Yiğit Özşener,Aybüke Pusat,Damla Colbay,Sarp Akkaya",115,Unknown,0,0,0,Başarısız
145,Sipahi,2022,8,1,Hakan İnan,Ali Doğançay,Show TV,"['Aksiyon', 'İstihbarat']",0,0,0,1,0,0,0,CNP Film,"Kaan Yıldırım,Özge Gürel,Kerem Alışık",140,Seçil Akın,0,0,0,Başarısız
146,Sizi Dinliyorum,2022,10,1,Baki Yavuz,Unknown,Exxen,['Komedi'],0,0,1,0,0,0,0,Unknown,"Onur Buldu,Pelin Ermiş",15,Unknown,0,0,0,Başarısız
147,Son Nefesime Kadar,2022,5,1,Deniz Çelebi Dikilitaş,Hatice Meryem,FOX,"['Dram', 'Polisiye']",0,1,0,1,1,0,0,Pastel Film,"Nurgül Yeşilçay,Emre Kınay,Ertan Saban",140,Alper Ketenci,0,0,0,Başarısız
148,Toprak ile Fidan,2022,100,1,Eray Koçak,Ahmet Köşeoğlu,Star TV,['Dram'],0,1,0,0,0,0,0,OGM PicturesStellar Yapım,"Hazal Adıyaman,Osman Aydın",50,Murat Evgin,0,0,0,Başarısız
149,Tozluyaka,2022,26,1,Semih Bağcı,Yekta Torun,FOX,"['Dram', 'Gençlik']",0,1,0,0,0,0,0,NTC Medya,"Dolunay Soysert,Emre Kınay,Tayanç Ayaydın,Begüm Birgören,Kaan Mirac Sezen",110,Berkay Şenol,0,0,0,Başarısız
150,Tuzak,2022,26,1,Aytaç Çiçek,Eylem Canpolat,TV8,['Dram'],0,1,0,0,0,0,0,Fabrika Yapım,"Akın Akınözü,Bensu Soral,Talat Bulut",145,Ender Gündüzlü,0,0,0,Başarısız
151,Uysallar,2022,8,1,Onur Saylak,Hakan Günday,Netflix,"['Dram', 'Komedi']",0,1,1,0,0,0,0,Ay Yapım,"Öner Erkan,Haluk Bilginer,Uğur Yücel,Songül Öden",45,Unknown,0,1,0,Başarısız
152,Üç Kız Kardeş,2022,68,3,Eda Teksöz,Betül Yağsağan,Kanal D,"['Dram', 'Romantik']",0,1,0,0,0,0,1,Süreç Film,"Reha Özcan,Özgü Kaya,Almila Ada,Melisa Berberoğlu,Berker Güven,Gökberk Demirci,İclal Aydın",135,Unknown,0,0,0,Başarılı
153,Var Bunlar,2022,26,2,Arif Gökdeniz Uslu,Unknown,beIN CONNECT,['Komedi'],0,0,1,0,0,0,0,Unknown,"Giray Altınok,Kerem Özdoğan",20,Unknown,0,0,0,Kısmen Başarılı
154,Yakamoz S-245,2022,7,1,Tolga Karaçelik,Jason George,Netflix,"['Aksiyon', 'Post apokaliptik', 'Dram']",0,1,0,1,0,0,0,OGM Pictures,"Kıvanç Tatlıtuğ,Özge Özpirinçci,Ertan Saban",45,Ahmet Bilgiç,0,1,0,Başarısız
155,Yalı Çapkını,2022,51,2,Burcu Alptekin,Mehmet Barış Günger,Star TV,"['Dram', 'Romantik']",0,1,0,0,0,0,1,OGM Pictures,"Afra Saraçoğlu,Mert Ramazan Demir,Çetin Tekindor",120,Güldiyar Tanrıdağlı,0,0,0,Kısmen Başarılı
156,Yalnız Kurt,2022,32,2,Çağatay Tosun,Murat Koca,atv,"['Aksiyon', 'Dram']",0,1,0,1,0,0,0,Sinegraf,"Hasan Denizyaran,Cihan Ünal,Damla Colbay,Jessica May,Murat Han",135,Aytuğ Yargıç,1,0,0,Kısmen Başarılı
157,Yazgı,2022,74,1,Hakan Şahin,Unknown,TV8,['Dram'],0,1,0,0,0,0,0,Unknown,"Erkan Meriç,Yağmur Öztürk",75,Unknown,0,0,0,Başarısız
158,Yürek Çıkmazı,2022,28,1,Serdar Gözelekli,Ayla Hacıoğulları,TRT 1,['Dram'],0,1,0,0,0,0,0,Gold Film,"Ayça Bingöl,Alp Navruz,İrem Helvacıoğlu,Mesut Akusta",120,Ece Ölçer,0,1,0,Başarısız
159,Zeytin Ağacı,2022,8,1,Burcu Alptekin,Nuran Evren Şit,Netflix,"['Romantik', 'Dram']",0,1,0,0,0,0,1,OGM Pictures,"Tuba Büyüküstün,Seda Bakan,Boncuk Yılmaz",50,Aytaç Bayladı,0,0,0,Başarısız
160,50m²,2021,8,1,Selçuk Aydemir,Burak Aksak,Netflix,"['Aksiyon', 'Dram']",0,1,0,1,0,0,0,BKM Film,"Engin Öztürk,Kürşat Alnıaçık,Cengiz Bozkurt,Aybüke Pusat",45,Unknown,0,1,0,Başarısız
161,Acans,2021,10,1,Ali Yorgancıoğlu,Ayberk Çınar,BluTV,['Komedi'],0,0,1,0,0,0,0,Unknown,"Birkan Akyol,Melisa Berberoğlu",25,Unknown,0,0,0,Başarısız
162,Ada Masalı,2021,25,1,Özgür Sevimli,Yelda Eroğlu ,Star TV,"['Romantik komedi', 'Dram']",0,1,1,0,0,0,1,Ay Yapım,"Ayça Ayşin Turan,Alp Navruz",130,Cem Öget,0,0,0,Başarısız
163,Adım Başı Kafe,2021,10,1,Selçuk Aydemir,Selçuk Aydemir,Exxen,['Komedi'],0,0,1,0,0,0,0,ÜS Yapım,"Zeynep Çamcı,Emrah Kaman,Burak Serdar Şanal,Burak Satıbol,Şenay Gürler",27,Unknown,0,0,0,Başarısız
164,Akıncı,2021,20,1,Levent Türkan,Altuğ Küçük,atv,['Aksiyon'],0,0,0,1,0,0,0,NTC Medya,"Şükrü Özyıldız,Büşra Develi",120,Unknown,0,0,0,Başarısız
165,Alparslan: Büyük Selçuklu,2021,61,2,Sedat İnci,Emre Konuk,TRT 1,"['Tarihî', 'Kurgu']",0,0,0,0,0,1,0,Akli Film,"Barış Arduç,Fahriye Evcen,Kayra Zabcı,Mehmet Özgür,Yurdaer Okur,Serhat Tutumluer,Barış Bağcı,Sarp Levendoğlu,Gizem Karaca,Özgür Çevik,Erdinç Gülener,Uygar Özçelik,Devrim Saltoğlu",150,Batuhan Fırat,0,1,0,Kısmen Başarılı
166,Annemizi Saklarken,2021,8,1,Barış Yöş,Sırma Yanık,Star TV,['Dram'],0,1,0,0,0,0,0,OJO Pictures,KutsiHande DoğandemirYeşim Ceren BozoğluHatice Aslan,120,Alp Yenier,0,0,0,Başarısız
167,Aşkın Tarifi,2021,13,1,Deniz Koloş,Leyla Oter,Kanal D,"['Dram', 'Romantik komedi']",0,1,1,0,0,0,1,NTC Medya,"Kadir Doğulu,Serra Arıtürk",110,Uğur Akyürek,0,0,0,Başarısız
168,Aşk Mantık İntikam,2021,42,1,Murat Öztürk,Özlem İnci Hekimoğlu,FOX,['Romantik komedi'],0,0,1,0,0,0,1,No Dokuz Productions,"Burcu Özberk,İlhan Şen,Melisa Döngel,Burak Yörük",120,Batuhan Fırat,0,0,0,Başarısız
169,Ayak İşleri,2021,30,3,Caner Özyurtlu,Caner Özyurtlu,GAİN,['Komedi'],0,0,1,0,0,0,0,AC Film,"Çağlar Çorumlu,Güven Murat Akpınar",25,Unknown,0,0,0,Başarılı
170,Aziz,2021,28,1,Recai Karagöz (1-28),Eda Tezcan,Show TV,"['Aksiyon', 'Dram', 'Tarihî']",0,1,0,1,0,1,0,O3 Medya,"Murat Yıldırım,Damla Sönmez,Simay Barlas",120,Cem Tuncer,0,0,0,Başarısız
171,Babam Çok Değişti,2021,4,1,Hakan Algül,Erdal Şahin,Kanal D,['Komedi'],0,0,1,0,0,0,0,Süreç Film,"Çağlar Çorumlu,Şebnem Bozoklu,Melek Baykal,Salih Kalyon,Timur Acar",130,Batuhan Fırat,0,0,0,Başarısız
172,Baht Oyunu,2021,17,1,Serdar Gözelekli,Fatih Enes Ömeroğlu,Kanal D,['Romantik komedi'],0,0,1,0,0,0,1,ARC Film,"Aytaç Şaşmaz,Cemre Baysel,İdris Nebi Taşkan,Aslı Sümen",84,Aslı Demirer,0,0,0,Başarısız
173,Barbaroslar: Akdeniz'in Kılıcı,2021,32,1,Berat Özdoğan,Serdar Özönalan,TRT 1,"['Tarihî', 'Kurgu', 'Aksiyon', 'Macera']",0,0,0,1,0,1,0,Es Film,"Engin Altan Düzyatan,Ulaş Tuna Astepe,Yetkin Dikinciler,Caner Topçu,Yiğit Özşener,Pelin Akil,Bahadır Yenişehirlioğlu",120,Ender Gündüzlü,0,0,0,Başarısız
174,Baş Belası,2021,13,1,Murat Onbul,Gülsev Karagöz,atv,"['Aksiyon', 'Romantik komedi', 'Polisiye']",0,0,1,1,1,0,1,ARC Film,"İrem Helvacıoğlu,Seçkin Özdemir",150,Ayşe Önder,0,0,0,Başarısız
175,Benim Hayatım,2021,6,1,Onur Tan,Ali Buhara Mete,Star TV,"['Dram', 'Romantik']",0,1,0,0,0,0,1,BVB Yapım,"Nilsu Berfin Aktaş,Genco Özak",120,Batuhan Fırat,0,0,0,Başarısız
176,Bir Yeraltı Sit-com'u,2021,10,1,Sultan San,Unknown,Exxen,['Komedi'],0,0,1,0,0,0,0,Hap Yapım,"Hasan Can Kaya,Günay Karacaoğlu,Tuna Orhan,Ezgi Gör",27,Unknown,0,0,0,Başarısız
177,Bir Zamanlar Kıbrıs/ Kıbrıs: Zafere Doğru,2021,24,2,Hakan İnan,Başar Başaran,TRT 1,"['Tarihî', 'Dram', 'Savaş']",0,1,0,1,0,1,0,TMC Film,"Ahmet Kural,Serkan Çayoğlu,Pelin Karahan,Tayanç Ayaydın,Gülper Özdemir,Devrim Saltoğlu",135,Unknown,0,0,0,Kısmen Başarılı
178,Bizi Ayıran Çizgi,2021,5,1,Soner Caner,Unknown,GAİN,['Dram'],0,1,0,0,0,0,0,Unknown,"Hazal Subaşı,Mehmet Ozan Dolunay",17,Unknown,0,0,0,Başarısız
179,Bonkis,2021,15,2,Emre Erdoğdu,Deniz Tezuysal,BluTV,"['Dram', 'Komedi']",0,1,1,0,0,0,0,Unknown,"Deniz Tezuysal,Vildan Atasever,Burak Sevinç,Sergen Deveci,Öykü Naz Altay",34,Unknown,0,0,0,Kısmen Başarılı
180,Bozkır Arslanı Celaleddin,2021,7,1,Metin Günay,Unknown,atv,"['Tarihî', 'Kurgu', 'Aksiyon', 'Dram']",0,1,0,1,0,1,0,Bozdağ Film,"Emre Kıvılcım,Kaan Yalçın,Javohir Zokirov,Gülenay Kalkan,Cemal Hünal,Yulduz Radjabova,Rano Şodiyeva,Rayhan Ulesanova,Tohir Saidov,Saide Rametova,Sezgin Erdemir,Ferhat Yılmaz",120,Cem Öget,0,0,0,Başarısız
181,Börü 2039,2021,6,1,Ahmet Atalay,Alper Çağlar,BluTV,"['Bilimkurgu', 'Aksiyon', 'Savaş']",0,0,0,1,0,0,0,CaglarArtsInsignia,"Murat Arkın,Emir Benderlioğlu,Cansel Elçin,Doğan Bayraktar,Tuğçe Açıkgöz,Ahmet Pınar,Deniz Uğur,Tuğba Sunguroğlu",60,Lincoln Jaeger,0,0,0,Başarısız
182,Cam Tavanlar,2021,8,1,Fehmi Öztürk,Meriç Acemi,Show TV,"['Drama', 'Romantik komedi']",0,1,1,0,0,0,1,OJO Pictures,"Bensu Soral,Kubilay Aka",150,Özgür Buldum,0,0,0,Başarısız
183,Camdaki Kız,2021,82,3,Nadim Güç,Seda Altaylı Turgutlu,Kanal D,['Dram'],0,1,0,0,0,0,0,OGM Pictures,"Burcu Biricik,Feyyaz Şerifoğlu,Selma Ergeç,Enis Arıkan,Cihangir Ceyhan",120,Fırat Yükselir,0,0,1,Başarılı
184,Çember,2021,8,1,Fulya Yavuzoğlu,Başak Yazı Odası,Kanal D,"['Polisiye', 'Gerilim', 'Aksiyon']",0,0,0,1,1,0,0,ANS Productions,"Pelin Akil,Barış Bağcı,Anıl Altan,Serhat Kılıç,Olgun Toker,Özgürcan Çevik,Tuvana Türkay,Serdar Orçin",100,Unknown,0,0,0,Başarısız
185,Destan,2021,28,2,Fethi Bayram,Nehir Erdem,atv,"['Tarihî', 'Kurgu']",0,0,0,0,0,1,0,Bozdağ Film,"Ebru Şahin,Edip Tepeli,Selim Bayraktar",135,Zeynep Alasya,0,1,0,Kısmen Başarılı
186,Doğu,2021,16,2,Emrah Aguş,Doğu Demirkol,BluTV ,['Komedi'],0,0,1,0,0,0,0,BKM,"Doğu Demirkol,Evliya Aykan,Banu Fotocan",30,Unknown,0,0,0,Kısmen Başarılı
187,Dünya Hali,2021,20,1,Osman Nail Doğan,Osman Nail Doğan,TRT 1,"['Absürt komedi', 'Drama']",0,1,1,0,0,0,1,Neden Film,"Caner Şahin,Pelin Abay",60,Salih Korkut Peker,0,0,0,Başarısız
188,Eee Sonra?,2021,10,1,Unknown,Unknown,Exxen,['unknown'],0,0,0,0,0,0,0,Unknown,"Sarp Bozkurt,Deniz Işın",27,Unknown,0,0,0,Başarısız
189,Elkızı,2021,13,1,Feride Kaytan,Nazlı Sunlu Kaçan,FOX,['Dram'],0,1,0,0,0,0,0,NTC Medya,"Sevda Erginci,Perihan Savaş,İsmail Ege Şaşmaz",120,Unknown,0,0,0,Başarısız
190,Elbet Bir Gün,2021,5,1,Gül Oğuz,Yusuf Reha Alp,FOX,"['Aşk', 'Dram']",0,1,0,0,0,0,1,Most Production,"Sinem Ünsal,Şebnem Bozoklu,Burak Yamantürk",120,Cem Öget,0,0,0,Başarısız
191,Evlilik Hakkında Her Şey,2021,33,1,Yusuf Pirhasan,Toprak Karaoğlu,FOX,"['Dram', 'Komedi-drama', 'Hukuk']",0,1,1,0,0,0,0,MF Yapım,"Gökçe Bahadır,Sarp Akkaya,Yiğit Kirazcı,Sumru Yavrucuk,Gökçe Eyüboğlu,Barış Kılıç,Serkan Altunorak,Erdal Küçükkömürcü,Tülin Ece",120,Sertaç Özgümüş,1,0,0,Başarısız
192,Ex Aşkım,2021,24,1,Unknown,Unknown,GAİN,['unknown'],0,0,0,0,0,0,0,Unknown,"Onur Şirin,Yiğit Kirazcı,Sahra Şaş",5,Unknown,0,0,0,Başarısız
193,Etkileyici,2021,20,2,Hande Türkel,Zeynep Koçak,GAİN,"['Dram', 'Romantik', 'Suç']",0,1,0,1,0,0,1,TR 40 33 Productions,"Aslıhan Malbora,Bertan Asllani,Mehmet Aykaç",17,Cem Öget,0,0,0,Kısmen Başarılı
194,Fandom,2021,26,2,Tayfun Güneyer,Tayfun Güneyer,beIN CONNECT,['Komedi'],0,0,1,0,0,0,0,OM Content,"Şahin Irmak,Tuğçe Altuğ,Eren Vurdem",30,Unknown,0,0,0,Kısmen Başarılı
195,Fatma,2021,6,1,Özer Feyzioğlu,Özgür Önurme,Netflix,"['Psikolojik', 'Dram']",0,1,0,0,0,0,0,Unknown,"Burcu Biricik,Uğur Yücel",50,Tufan Aydın,0,0,0,Başarısız
196,Gibi,2021,42,4,Ömer Sinir,Feyyaz Yiğit,Exxen,"['Durum komedisi', 'Cringe komedi', 'Absürt komedi', 'Kara mizah']",0,0,1,0,0,0,0,Özcanlar Yapım Sarayı,"Feyyaz Yiğit,Kıvanç Kılınç,Ahmet Kürşat Öçalan",40,Unknown,0,1,1,Başarılı
197,Girift,2021,13,1,Haydar Işık,Unknown,Kanal D,['unknown'],0,0,0,1,0,0,0,Unknown,"Ümit Acar,Wilma Elles,Ayberk Yılmaz,Cahit Kaşıkçılar,Özlem Bölükbaşı",30,Unknown,0,0,0,Başarısız
198,Hamlet,2021,7,1,Kaan Müjdeci,Kaan Müjdeci,GAİN,['Dram'],0,1,0,0,0,0,0,Unknown,"Erdal Beşikçioğlu,Elit İşcan,Şebnem Bozoklu",40,Unknown,0,0,0,Başarısız
